,Car Name,Price,Depreciation,Reg Date,Mileage,Road Tax,Dereg Value,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,COE
738,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2016,Auto,"$19,247 ","$14,247 ",88.0 kW (118 bhp),1,"$49,751 "
739,Kia Cerato Forte 1.6A SX (COE till 04/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,251 kg",2009,Auto,"$14,731 ","$14,731 ",92.7 kW (124 bhp),3,"$13,088 "
740,Toyota Corolla Altis 1.6A Standard,"$85,800 ",,,"11,058 km (8.4k /yr)",$742 /yr,,"1,598 cc","1,230 kg",2019,Auto,"$18,787 ","$18,787 ",96.0 kW (128 bhp),1,"$29,159 "
741,Hyundai Elantra 1.6A GLS Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2017,Auto,"$13,765 ","$13,765 ",93.8 kW (125 bhp),1,"$41,400 "
742,Hyundai Elantra 1.6A GLS Elite,"$69,800 ",,,"28,283 km (11k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2018,Auto,"$14,452 ","$14,452 ",93.8 kW (125 bhp),1,"$25,000 "
743,Kia Cerato Forte 1.6A SX (COE till 05/2024),"$22,300 ","$6,720 /yr",,"152,126 km (13.1k /yr)",$886 /yr,,"1,591 cc","1,251 kg",2009,Auto,"$14,114 ","$14,114 ",92.7 kW (124 bhp),2,"$13,943 "
744,Kia Cerato Forte 1.6A SX (New 5-yr COE),"$32,900 ","$6,580 /yr",,N.A.,$738 /yr,N.A.,"1,591 cc","1,261 kg",2010,Auto,"$13,862 ","$13,862 ",91.1 kW (122 bhp),3,N.A.
745,Hyundai Elantra 1.6A,"$47,800 ",,,N.A.,$738 /yr,,"1,591 cc","1,292 kg",2015,Auto,"$12,812 ","$12,812 ",97.0 kW (130 bhp),1,"$45,002 "
746,Toyota Vios 1.5A E (COE till 11/2025),"$30,800 ","$6,470 /yr",,N.A.,$752 /yr,,"1,497 cc","1,095 kg",2010,Auto,"$12,306 ","$12,306 ",80.0 kW (107 bhp),3,"$18,238 "
747,Toyota Corolla Altis 1.6A (COE till 09/2022),"$11,500 ","$7,110 /yr",,"148,000 km (11.1k /yr)","$1,039 /yr",,"1,598 cc","1,115 kg",2007,Auto,"$14,757 ","$16,233 ",81.0 kW (108 bhp),2,"$22,041 "
748,Mitsubishi Lancer EX 1.6A,"$43,800 ",,,N.A.,$738 /yr,,"1,590 cc","1,289 kg",2015,Auto,"$12,221 ","$12,221 ",86.0 kW (115 bhp),2,"$57,498 "
749,Hyundai Elantra 1.6A GLS S (OPC),N.A,N.A,,N.A.,$238 /yr,N.A.,"1,591 cc","1,345 kg",2017,Auto,"$12,674 ","$12,674 ",93.8 kW (125 bhp),1,"$19,001 "
750,Mazda 3 1.5A Deluxe,"$69,800 ",,,"70,100 km (22k /yr)",$682 /yr,,"1,496 cc","1,331 kg",2017,Auto,"$18,998 ","$13,998 ",88.0 kW (118 bhp),1,"$46,791 "
751,Toyota Corolla Altis 1.6A,"$56,800 ",,,N.A.,$742 /yr,,"1,598 cc","1,205 kg",2015,Auto,"$17,804 ","$17,804 ",90.0 kW (120 bhp),1,"$57,089 "
752,Toyota Corolla Altis 1.6A Elegance (COE till 10/2024),"$26,998 ","$7,290 /yr",,"154,189 km (13.6k /yr)",$890 /yr,,"1,598 cc","1,195 kg",2009,Auto,"$17,853 ","$17,853 ",80.0 kW (107 bhp),4,"$15,287 "
753,Toyota Vios 1.5A E (COE till 01/2022),"$7,600 ","$7,860 /yr",,N.A.,$958 /yr,,"1,497 cc","1,020 kg",2006,Auto,"$12,237 ","$13,461 ",80.0 kW (107 bhp),3,"$25,323 "
754,Toyota Corolla Altis 1.6A,"$33,888 ",,,"117,558 km (15.4k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2013,Auto,"$15,065 ","$15,065 ",90.0 kW (120 bhp),2,"$62,999 "
755,Honda Civic 1.6A VTi,"$69,988 ",,,"66,000 km (16.2k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2016,Auto,"$20,640 ","$20,896 ",92.0 kW (123 bhp),1,"$51,507 "
756,Toyota Corolla Axio 1.5A X (COE till 11/2027),"$38,800 ","$5,700 /yr",,"95,144 km (7.2k /yr)",$955 /yr,,"1,496 cc","1,130 kg",2007,Auto,"$12,630 ","$11,239 ",81.0 kW (108 bhp),2,"$41,994 "
